llevel,mlevel,minorMasterId,playerName,playerNameRoute,UPURL,UPID,positionDB,playerTeamId,RPM,Vel,cRisk,cETA,cFV,cWeight,cHeight,cRank,cOVR,cORG,cTrend,cDraftSchool,Hit,Game,Raw,Spd,Fld,Arm,FB,SL,CB,CH,SPL,CT,CMD,cSeason,playerPageSortOrder,cCollegeCommit,ID,RowID,FirstName,LastName,Position,Age,Team,Season,Type,PlayerId,DraftRank,ProjTeam,Ovr_Rank,Org_Rank,FV_Current,Risk_Current,ETA_Current,Draft,CollegeCommit,Height,Weight,Bats,Throws,School,Summary,YouTube,pHit,fHit,pGame,fGame,pRaw,fRaw,pSpd,fSpd,pFld,fFld,pArm,fArm,pFB,fFB,pSL,fSL,pCB,fCB,pSPL,fSPL,pCMD,fCMD,bRPM,fRPM,Range,Touch,Variance,options,servicetime,pCH,fCH,pCT,fCT
,MLB,sa858039,Joe McCarthy,Joe McCarthy,/players/joe-mccarthy/18399/stats/batting,18399,OF,-1.0,,,,2018,45,225,"6' 3""",,,11,,Virginia,50 / 55,40 / 50,55 / 55,40 / 40,50 / 50,50 / 50,,,,,,,,2018,0,,17297,11,Joe,McCarthy,OF,24,TBR,2018,2018 Report,18399,0,,0,11,45,0,2018,5th rd 2015,,75,225,L,L,Virginia,,,50.0,55.0,40.0,50.0,55.0,55.0,40.0,40.0,50.0,50.0,50.0,50.0,,,,,,,,,,,0,0,,0,,1,0.019,,,,
,MLB,sa912848,Yusniel Díaz,Yusniel Diaz,/players/yusniel-diaz/18905/stats/batting,18905,OF,-1.0,,,,2020,45,195,"6' 1""",,,11,,Cuba,35 / 50,35 / 45,50 / 50,50 / 50,50 / 55,55 / 55,,,,,,,,2018,0,,17560,11,Yusniel,Diaz,RF,21,LAD,2018,2018 Report,18905,0,,0,11,45,0,2020,J2 2015,,73,195,R,R,Cuba,,,35.0,50.0,35.0,45.0,50.0,50.0,50.0,50.0,50.0,55.0,55.0,55.0,,,,,,,,,,,0,0,,0,,1,0.003,,,,
,MLB,sa828590,Marcos Diplán,Marcos Diplan,/players/marcos-diplan/17583/stats/pitching,17583,P,-1.0,,,,2018,45,170,"6' 0""",,,11,,Dominican Republic,,,,,,,60 / 60,55 / 60,,40 / 50,,,40 / 50,2018,0,,17583,11,Marcos,Diplan,RHP,21,MIL,2018,2018 Report,17583,0,,0,11,45,0,2018,J2 2013,,72,170,R,R,Dominican Republic,,FoG4Cw6p5B0,,,,,,,,,,,,,60.0,60.0,55.0,60.0,,,,,40.0,50.0,0,0,,0,,0,0.078,40.0,50.0,,
MLB,MLB,sa917932,Blake Rutherford,Blake Rutherford,/players/blake-rutherford/19957/stats/batting,19957,OF,,,,,2020,45,195,"6' 3""",,,11,,Chaminade Prep HS (CA),30 / 55,30 / 50,50 / 50,50 / 45,40 / 50,45 / 45,,,,,,,,2018,0,,17109,11,Blake,Rutherford,LF,20,CHW,2018,2018 Report,19957,0,,0,11,45,0,2020,1st rd 2016,,75,195,L,R,Chaminade Prep HS (CA),,,30.0,55.0,30.0,50.0,50.0,50.0,50.0,45.0,40.0,50.0,45.0,45.0,,,,,,,,,,,0,0,,0,,0,0.037,,,,
MLB,MLB,sa657573,Seranthony Domínguez,Seranthony Dominguez,/players/seranthony-dominguez/19249/stats/pitching,19249,P,4.0,,,,2018,45,185,"6' 1""",,,11,,Dominican Republic,,,,,,,65 / 65,55 / 60,40 / 40,40 / 45,,,40 / 45,2018,0,,17645,11,Seranthony,Dominguez,RHP,23,PHI,2018,2018 Report,19249,0,,0,11,45,0,2018,J2 2011,,73,185,R,R,Dominican Republic,,,,,,,,,,,,,,,65.0,65.0,55.0,60.0,40.0,40.0,,,40.0,45.0,0,0,,0,,n/a,7.131,40.0,45.0,,
MLB,MLB,sa3005339,Jeremiah Estrada,Jeremiah Estrada,/players/jeremiah-estrada/22210/stats/pitching,22210,P,29.0,,,,2021,40,185,"6' 1""",,,11,,Palm Desert HS (CA),,,,,,,55 / 60,,45 / 50,50 / 60,,,30 / 45,2018,0,,17435,11,Jeremiah,Estrada,RHP,19,CHC,2018,2018 Report,22210,0,,0,11,40,0,2021,6th rd 2017,,73,185,S,R,Palm Desert HS (CA),,RYcLn14DQEo,,,,,,,,,,,,,55.0,60.0,,,45.0,50.0,,,30.0,45.0,0,0,,0,,1,2.069,50.0,60.0,,
MLB,MLB,sa875798,Emmanuel Rivera,Emmanuel Rivera,/players/emmanuel-rivera/19890/stats/batting,19890,3B,,,,,2021,40,195,"6' 2""",,,11,,Universidad Interamericana HS (PR),35 / 50,30 / 50,45 / 50,45 / 45,50 / 55,55 / 55,,,,,,,,2018,0,,17180,11,Emmanuel,Rivera,3B,21,KCR,2018,2018 Report,19890,0,,0,11,40,0,2021,19th rd 2015,,74,195,R,R,Universidad Interamericana HS (PR),,,35.0,50.0,30.0,50.0,45.0,50.0,45.0,45.0,50.0,55.0,55.0,55.0,,,,,,,,,,,0,0,,0,,0,3.102,,,,
,MLB,sa872803,Sandro Fabian,Sandro Fabian,/players/sandro-fabian/19910/stats/batting,19910,OF,-1.0,,,,2021,40,180,"6' 1""",,,11,,Dominican Republic,35 / 60,30 / 50,45 / 55,50 / 45,40 / 50,60 / 60,,,,,,,,2018,0,,17765,11,Sandro,Fabian,RF,20,SFG,2018,2018 Report,19910,0,,0,11,40,0,2021,J2 2014,,73,180,R,R,Dominican Republic,,P5N_yzeiS8c,35.0,60.0,30.0,50.0,45.0,55.0,50.0,45.0,40.0,50.0,60.0,60.0,,,,,,,,,,,0,0,,0,,3,0.026,,,,
,MLB,sa877310,Rogelio Armenteros,Rogelio Armenteros,/players/rogelio-armenteros/17679/stats/pitching,17679,P,-1.0,,,,2018,40,215,"6' 1""",,,11,,Cuba,,,,,,,50 / 50,45 / 50,,,,,,2018,0,,17533,11,Rogelio,Armenteros,RHP,23,HOU,2018,2018 Report,17679,0,,0,11,40,0,2018,J2 2014,,73,215,R,R,Cuba,,,,,,,,,,,,,,,50.0,50.0,45.0,50.0,,,,,,,0,0,,0,,1,1.018,,,,
AAA,MLB,sa737020,Luis Liberato,Luis Liberato,/players/luis-liberato/17307/stats/batting,17307,DH/OF,,,,,2020,40,175,"6' 1""",,,11,,Dominican Republic,20 / 30,20 / 40,45 / 50,70 / 70,50 / 55,60 / 60,,,,,,,,2018,0,,17284,11,Luis,Liberato,OF,22,SEA,2018,2018 Report,17307,0,,0,11,40,0,2020,J2 2013,,73,175,L,L,Dominican Republic,,,20.0,30.0,20.0,40.0,45.0,50.0,70.0,70.0,50.0,55.0,60.0,60.0,,,,,,,,,,,0,0,,0,,3,0.022,,,,
,MLB,sa738413,Michael Hermosillo,Michael Hermosillo,/players/michael-hermosillo/16285/stats/batting,16285,OF,-1.0,,,,2019,40,190,"5' 10""",,,11,,Ottawa HS (IL),40 / 50,20 / 30,50 / 50,55 / 55,45 / 50,50 / 50,,,,,,,,2018,0,,17051,11,Michael,Hermosillo,OF,22,LAA,2018,2018 Report,16285,0,,0,11,40,0,2019,28th rd 2013,,70,190,R,R,Ottawa HS (IL),,D0OSPvncrZs,40.0,50.0,20.0,30.0,50.0,50.0,55.0,55.0,45.0,50.0,50.0,50.0,,,,,,,,,,,0,0,,0,,0,2.064,,,,
MLB,MLB,sa917973,Brenan Hanifee,Brenan Hanifee,/players/brenan-hanifee/22304/stats/pitching,22304,P,6.0,,,,2021,40,180,"6' 5""",,,11,,Ashby HS (VA),,,,,,,55 / 60,50 / 60,,40 / 45,,,40 / 45,2018,0,,17070,11,Brenan,Hanifee,RHP,19,BAL,2018,2018 Report,22304,0,,0,11,40,0,2021,4th rd 2016,,77,180,R,R,Ashby HS (VA),,,,,,,,,,,,,,,55.0,60.0,50.0,60.0,,,,,40.0,45.0,0,0,,0,,2,1.069,40.0,45.0,,
,MLB,sa875089,Brendon Davis,Brendon Davis,/players/brendon-davis/18587/stats/batting,18587,3B/OF,-1.0,,,,2022,40,185,"6' 5""",,,11,,Lakewood HS (CA),30 / 40,30 / 50,45 / 55,50 / 40,40 / 55,55 / 60,,,,,,,,2018,0,,17331,11,Brendon,Davis,3B,20,TEX,2018,2018 Report,18587,0,,0,11,40,0,2022,5th rd 2015,,77,185,R,R,Lakewood HS (CA),,DQ8oLyvXUbE,30.0,40.0,30.0,50.0,45.0,55.0,50.0,40.0,40.0,55.0,55.0,60.0,,,,,,,,,,,0,0,,0,,2,0.006,,,,
,MLB,sa857701,Bobby Dalbec,Bobby Dalbec,/players/bobby-dalbec/19966/stats/batting,19966,1B,-1.0,,,,2021,40,225,"6' 4""",,,11,,Arizona,30 / 40,30 / 60,70 / 70,40 / 40,45 / 50,55 / 55,,,,,,,,2018,0,,17090,11,Bobby,Dalbec,3B,22,BOS,2018,2018 Report,19966,0,,0,11,40,0,2021,4th rd 2016,,76,225,R,R,Arizona,,,30.0,40.0,30.0,60.0,70.0,70.0,40.0,40.0,45.0,50.0,55.0,55.0,,,,,,,,,,,0,0,,0,,0,3.013,,,,
AAA,MLB,sa857750,Andrew Stevenson,Andrew Stevenson,/players/andrew-stevenson/17932/stats/batting,17932,OF,,,,,2018,40,185,"6' 0""",,,11,,LSU,40 / 50,20 / 30,50 / 50,70 / 70,55 / 60,30 / 30,,,,,,,,2018,0,,17609,11,Andrew,Stevenson,OF,23,WSN,2018,2018 Report,17932,0,,0,11,40,0,2018,2nd rd 2015,,72,185,L,L,LSU,,EUTPAt6ef7E,40.0,50.0,20.0,30.0,50.0,50.0,70.0,70.0,55.0,60.0,30.0,30.0,,,,,,,,,,,0,0,,0,,0,2.158,,,,
,MLB,sa828690,Sean Reid-Foley,Sean Reid-Foley,/players/sean-reid-foley/17034/stats/pitching,17034,P,-1.0,,,,2019,40,220,"6' 3""",,,11,,Sandalwood HS (FL),,,,,,,55 / 55,40 / 45,55 / 60,50 / 55,,,45 / 50,2018,0,,17358,11,Sean,Reid-Foley,RHP,22,TOR,2018,2018 Report,17034,0,,0,11,40,0,2019,2nd rd 2014,,75,220,R,R,Sandalwood HS (FL),,iVpbxreVa9Q,,,,,,,,,,,,,55.0,55.0,40.0,45.0,55.0,60.0,,,45.0,50.0,0,0,,0,,0,3.133,50.0,55.0,,
,MLB,sa658306,Chris Flexen,Chris Flexen,/players/chris-flexen/13896/stats/pitching,13896,P,-1.0,,,,2018,40,250,"6' 3""",,,11,,Memorial HS (CA),,,,,,,55 / 55,45 / 45,50 / 55,50 / 55,,,45 / 50,2018,0,,17627,11,Chris,Flexen,RHP,23,NYM,2018,2018 Report,13896,0,,0,11,40,0,2018,14th rd 2012,,75,250,R,R,Memorial HS (CA),,,,,,,,,,,,,,,55.0,55.0,45.0,45.0,50.0,55.0,,,45.0,50.0,0,0,,0,,n/a,5.023,50.0,55.0,,
,AA,sa917182,Eduardo Diaz,Eduardo Diaz,/players/eduardo-diaz/sa917182/stats/batting,sa917182,OF,-1.0,,,,2022,40,175,"6' 2""",,,11,,Dominican Republic,30 / 50,30 / 50,50 / 55,55 / 55,40 / 50,60 / 60,,,,,,,,2018,0,,17380,11,Eduardo,Diaz,CF,20,ARI,2018,2018 Report,sa917182,0,,0,11,40,0,2022,J2 2015,,74,175,R,R,Dominican Republic,,,30.0,50.0,30.0,50.0,50.0,55.0,55.0,55.0,40.0,50.0,60.0,60.0,,,,,,,,,,,0,0,,0,,R5,,,,,
AA,MLB,sa918012,Conner Capel,Conner Capel,/players/conner-capel/19983/stats/batting,19983,OF,19.0,,,,2021,40,185,"6' 1""",,,11,,Seven Lakes HS (TX),30 / 45,40 / 50,55 / 55,55 / 55,45 / 55,60 / 60,,,,,,,,2018,0,,17134,11,Connor,Capel,OF,20,CLE,2018,2018 Report,19983,0,,0,11,40,0,2021,5th rd 2016,,73,185,L,L,Seven Lakes HS (TX),,mWkRt0PHN0w,30.0,45.0,40.0,50.0,55.0,55.0,55.0,55.0,45.0,55.0,60.0,60.0,,,,,,,,,,,0,0,,0,,0,0.105,,,,
AAA,MLB,sa827397,Kyle Funkhouser,Kyle Funkhouser,/players/kyle-funkhouser/19456/stats/pitching,19456,P,13.0,,,,2019,45,220,"6' 2""",,,12,,Louisville,,,,,,,60 / 60,55 / 60,,50 / 55,,,40 / 50,2018,0,,17157,12,Kyle,Funkhouser,RHP,24,DET,2018,2018 Report,19456,0,,0,12,45,0,2019,4th rd 2016,,74,220,R,R,Louisville,,j-b1ZwTMYNY,,,,,,,,,,,,,60.0,60.0,55.0,60.0,,,,,40.0,50.0,0,0,,0,,1,2.133,50.0,55.0,,
,AAA,sa3004812,Steven Jennings,Steven Jennings,/players/steven-jennings/sa3004812/stats/pitching,sa3004812,P,-1.0,,,,2021,45,175,"6' 2""",,,12,,DeKalb HS (TN),,,,,,,55 / 60,50 / 60,40 / 50,30 / 50,,,30 / 50,2018,0,,17672,12,Steven,Jennings,RHP,19,PIT,2018,2018 Report,sa3004812,0,,0,12,45,0,2021,2nd rd 2017,,74,175,R,R,DeKalb HS (TN),,,,,,,,,,,,,,,55.0,60.0,50.0,60.0,40.0,50.0,,,30.0,50.0,0,0,,0,,R5,,30.0,50.0,,
MLB,MLB,sa736859,Edmundo Sosa,Edmundo Sosa,/players/edmundo-sosa/17022/stats/batting,17022,3B/SS,26.0,,,,2019,45,198,"6' 0""",,,12,,Panama,30 / 50,20 / 30,40 / 45,50 / 50,50 / 55,50 / 50,,,,,,,,2018,0,,17700,12,Edmundo,Sosa,SS,21,STL,2018,2018 Report,17022,0,,0,12,45,0,2019,J2 2012,,72,198,R,R,Panama,,,30.0,50.0,20.0,30.0,40.0,45.0,50.0,50.0,50.0,55.0,50.0,50.0,,,,,,,,,,,0,0,,0,,n/a,5.140,,,,
AAA,MLB,sa952977,Vladimir Gutierrez,Vladimir Gutierrez,/players/vladimir-gutierrez/19278/stats/pitching,19278,P,,,,,2019,45,190,"6' 0""",,,12,,Cuba,,,,,,,55 / 55,,50 / 55,40 / 45,,,50 / 55,2018,0,,17458,12,Vlad,Gutierrez,RHP,22,CIN,2018,2018 Report,19278,0,,0,12,45,0,2019,J2 2016,,72,190,R,R,Cuba,,,,,,,,,,,,,,,55.0,55.0,,,50.0,55.0,,,50.0,55.0,0,0,,0,,2,2.133,40.0,45.0,,
AAA,MLB,sa917953,Akil Baddoo,Akil Baddoo,/players/akil-baddoo/22168/stats/batting,22168,OF,23.0,,,,2021,45,195,"5' 11""",,,12,,Salem HS (GA),35 / 55,20 / 50,50 / 55,60 / 60,40 / 50,40 / 40,,,,,,,,2018,0,,17205,12,Akil,Baddoo,CF,19,MIN,2018,2018 Report,22168,0,,0,12,45,0,2021,2nd rd 2016,,71,195,L,L,Salem HS (GA),,,35.0,55.0,20.0,50.0,50.0,55.0,60.0,60.0,40.0,50.0,40.0,40.0,,,,,,,,,,,0,0,,0,,1,3.021,,,,
,AAA,sa917936,Hudson Potts,Hudson Potts,/players/hudson-potts/sa917936/stats/batting,sa917936,3B,-1.0,,,,2020,45,205,"6' 3""",,,12,,Southlake Carroll (TX),20 / 45,30 / 50,50 / 55,50 / 45,45 / 55,55 / 55,,,,,,,,2018,0,,17723,12,Hudson,Potts,3B,19,SDP,2018,2018 Report,sa917936,0,,0,12,45,0,2020,1st rd 2016,,75,205,R,R,Southlake Carroll (TX),,snj4NTnQVAc,20.0,45.0,30.0,50.0,50.0,55.0,50.0,45.0,45.0,55.0,55.0,55.0,,,,,,,,,,,0,0,,0,,2,0.000,,,,
MLB,MLB,sa737372,Jonathan Loáisiga,Jonathan Loaisiga,/players/jonathan-loaisiga/19753/stats/pitching,19753,P,15.0,,,,2020,45,165,"5' 11""",,,12,,Nicaragua,,,,,,,60 / 65,,55 / 60,45 / 50,,,40 / 50,2018,0,,17235,12,Jonathan,Loaisiga,RHP,23,NYY,2018,2018 Report,19753,0,,0,12,45,0,2020,J2 2012,,71,165,R,R,Nicaragua,,,,,,,,,,,,,,,60.0,65.0,,,55.0,60.0,,,40.0,50.0,0,0,,0,,n/a,7.022,45.0,50.0,,
MLB,MLB,sa920423,Edward Cabrera,Edward Cabrera,/players/edward-cabrera/21690/stats/pitching,21690,P,17.0,,,,2021,45,175,"6' 4""",,,12,,Dominican Republic,,,,,,,45 / 55,45 / 55,,30 / 45,,,40 / 50,2018,0,,17505,12,Edward,Cabrera,RHP,19,MIA,2018,2018 Report,21690,0,,0,12,45,0,2021,J2 2015,,76,175,R,R,Dominican Republic,,,,,,,,,,,,,,,45.0,55.0,45.0,55.0,,,,,40.0,50.0,0,0,,0,,0,3.147,30.0,45.0,,
AAA,MLB,sa738964,Daulton Jefferies,Daulton Jefferies,/players/daulton-jefferies/19345/stats/pitching,19345,P,27.0,,,,2020,45,180,"6' 0""",,,12,,Cal,,,,,,,55 / 55,,45 / 50,55 / 60,,,50 / 60,2018,0,,17262,12,Daulton,Jefferies,RHP,22,OAK,2018,2018 Report,19345,0,,0,12,45,0,2020,1st rd 2016,,72,180,L,R,Cal,,ij14-6H6bPU,,,,,,,,,,,,,55.0,55.0,,,45.0,50.0,,,50.0,60.0,0,0,,0,,0,1.164,55.0,60.0,,
MLB,MLB,sa872786,Vidal Bruján,Vidal Brujan,/players/vidal-brujan/20536/stats/batting,20536,2B/OF,25.0,,,,2021,45,155,"5' 9""",,,12,,Dominican Republic,30 / 55,20 / 40,40 / 50,60 / 60,45 / 55,50 / 50,,,,,,,,2018,0,,17298,12,Vidal,Brujan,2B,20,TBR,2018,2018 Report,20536,0,,0,12,45,0,2021,J2 2014,,69,155,S,R,Dominican Republic,,_I0xANEGwN8,30.0,55.0,20.0,40.0,40.0,50.0,60.0,60.0,45.0,55.0,50.0,50.0,,,,,,,,,,,0,0,,0,,0,3.014,,,,
,AA,sa829529,Jeren Kendall,Jeren Kendall,/players/jeren-kendall/sa829529/stats/batting,sa829529,OF,-2.0,,,,2021,45,190,"6' 0""",,,12,,Vanderbilt,30 / 40,30 / 50,55 / 55,70 / 70,50 / 60,50 / 50,,,,,,,,2018,0,,17561,12,Jeren,Kendall,CF,22,LAD,2018,2018 Report,sa829529,0,,0,12,45,0,2021,1st rd 2017,,72,190,L,R,Vanderbilt,,r2TAFjALtKw,30.0,40.0,30.0,50.0,55.0,55.0,70.0,70.0,50.0,60.0,50.0,50.0,,,,,,,,,,,0,0,,0,,R5,,,,,
,MLB,sa658005,Brett Phillips,Brett Phillips,/players/brett-phillips/14735/stats/batting,14735,OF,-1.0,,,,2018,45,185,"6' 0""",,,12,,Seminole HS (FL),40 / 40,45 / 50,55 / 55,55 / 55,50 / 55,70 / 70,,,,,,,,2018,0,,17584,12,Brett,Phillips,OF,22,MIL,2018,2018 Report,14735,0,,0,12,45,0,2018,6th rd 2012,,72,185,L,R,Seminole HS (FL),,1bhg4uirVYc,40.0,40.0,45.0,50.0,55.0,55.0,55.0,55.0,50.0,55.0,70.0,70.0,,,,,,,,,,,0,0,,0,,0,4.060,,,,
MLB,MLB,sa877528,Enyel De Los Santos,Enyel De Los Santos,/players/enyel-de-los-santos/18403/stats/pitching,18403,P,21.0,,,,2019,45,200,"6' 3""",,,12,,Dominican Republic,,,,,,,55 / 55,,50 / 55,55 / 60,,,45 / 50,2018,0,,17646,12,Enyel,De Los Santos,RHP,22,PHI,2018,2018 Report,18403,0,,0,12,45,0,2019,J2 2014,,75,200,R,R,Dominican Republic,,,,,,,,,,,,,,,55.0,55.0,,,50.0,55.0,,,45.0,50.0,0,0,,0,,n/a,5.015,55.0,60.0,,
,AAA,sa915611,Brett Cumberland,Brett Cumberland,/players/brett-cumberland/sa915611/stats/batting,sa915611,C,-1.0,,,,2019,45,188,"6' 0""",,,12,,Cal,30 / 50,30 / 55,55 / 55,40 / 35,40 / 50,45 / 45,,,,,,,,2018,0,,17404,12,Brett,Cumberland,C,21,ATL,2018,2018 Report,sa915611,0,,0,12,45,0,2019,2nd rd 2016,,72,188,S,R,Cal,,5G6gKGKiphs,30.0,50.0,30.0,55.0,55.0,55.0,40.0,35.0,40.0,50.0,45.0,45.0,,,,,,,,,,,0,0,,0,,R5,,,,,
,MLB,sa738514,Thomas Hatch,Thomas Hatch,/players/thomas-hatch/19264/stats/pitching,19264,P,-1.0,,,,2019,40,190,"6' 1""",,,12,,Oklahoma State,,,,,,,55 / 55,50 / 50,,50 / 55,,,40 / 45,2018,0,,17436,12,Thomas,Hatch,RHP,23,CHC,2018,2018 Report,19264,0,,0,12,40,0,2019,3rd rd 2016,,73,190,R,R,Oklahoma State,,,,,,,,,,,,,,,55.0,55.0,50.0,50.0,,,,,40.0,45.0,0,0,,0,,0,2.098,50.0,55.0,,
,MLB,sa857581,Josh Staumont,Josh Staumont,/players/josh-staumont/18335/stats/pitching,18335,P,-1.0,,,,2018,40,200,"6' 3""",,,12,,Azusa Pacific,,,,,,,65 / 65,,60 / 60,50 / 55,,,35 / 40,2018,0,,17181,12,Josh,Staumont,RHP,24,KCR,2018,2018 Report,18335,0,,0,12,40,0,2018,2nd rd 2015,,75,200,R,R,Azusa Pacific,,,,,,,,,,,,,,,65.0,65.0,,,60.0,60.0,,,35.0,40.0,0,0,,0,,1,5.028,50.0,55.0,,
,A+,sa828552,Breiling Eusebio,Breiling Eusebio,/players/breiling-eusebio/sa828552/stats/pitching,sa828552,P,-1.0,,,,2021,40,175,"6' 1""",,,12,,Dominican Republic,,,,,,,50 / 55,,50 / 55,45 / 55,,,40 / 50,2018,0,,17483,12,Breiling,Eusebio,LHP,21,COL,2018,2018 Report,sa828552,0,,0,12,40,0,2021,J2 2013,,73,175,L,L,Dominican Republic,,_6e6_k8YR2U,,,,,,,,,,,,,50.0,55.0,,,50.0,55.0,,,40.0,50.0,0,0,,0,,R5,,45.0,55.0,,
AAA,MLB,sa917162,Gregory Santos,Gregory Santos,/players/gregory-santos/21894/stats/pitching,21894,P,30.0,,,,2023,40,190,"6' 2""",,,12,,Dominican Republic,,,,,,,50 / 60,50 / 60,,40 / 50,,,30 / 50,2018,0,,17766,12,Gregory,Santos,RHP,18,SFG,2018,2018 Report,21894,0,,0,12,40,0,2023,J2 2015,,74,190,R,R,Dominican Republic,,,,,,,,,,,,,,,50.0,60.0,50.0,60.0,,,,,30.0,50.0,0,0,,0,,1,3.055,40.0,50.0,,
,AAA,sa3003037,Jairo Solis,Jairo Solis,/players/jairo-solis/sa3003037/stats/pitching,sa3003037,P,-1.0,,,,2021,40,160,"6' 2""",,,12,,Venezuela,,,,,,,55 / 60,45 / 50,,45 / 50,,,55 / 0,2018,0,,17534,12,Jairo,Solis,RHP,18,HOU,2018,2018 Report,sa3003037,0,,0,12,40,0,2021,J2 2016,,74,160,R,R,Venezuela,,,,,,,,,,,,,,,55.0,60.0,45.0,50.0,,,,,55.0,,0,0,,0,,2,0.000,45.0,50.0,,45.0
,MLB,sa597778,Daniel Vogelbach,Daniel Vogelbach,/players/daniel-vogelbach/14130/stats/batting,14130,1B/DH,-1.0,,,,2018,40,250,"6' 0""",,,12,,Bishop Verot HS (FL),50 / 55,45 / 50,60 / 60,20 / 20,30 / 30,40 / 40,,,,,,,,2018,0,,17285,12,Dan,Vogelbach,1B,25,SEA,2018,2018 Report,14130,0,,0,12,40,0,2018,2nd rd 2011,,72,250,L,R,Bishop Verot HS (FL),,WVUvxa6mRUs,50.0,55.0,45.0,50.0,60.0,60.0,20.0,20.0,30.0,30.0,40.0,40.0,,,,,,,,,,,0,0,,0,,n/a,6.049,,,,
AAA,MLB,sa872542,Leo Rivas,Leo Rivas,/players/leo-rivas/21009/stats/batting,21009,2B/SS,11.0,,,,2020,40,150,"5' 10""",,,12,,Venezuela,35 / 50,20 / 30,30 / 40,70 / 70,40 / 50,50 / 50,,,,,,,,2018,0,,17052,12,Leo,Rivas,INF,20,LAA,2018,2018 Report,21009,0,,0,12,40,0,2020,J2 2014,,70,150,S,R,Venezuela,,Tbf-2kCq_yI,35.0,50.0,20.0,30.0,30.0,40.0,70.0,70.0,40.0,50.0,50.0,50.0,,,,,,,,,,,0,0,,0,,1,1.008,,,,
MLB,MLB,sa659463,Anthony Santander,Anthony Santander,/players/anthony-santander/14551/stats/batting,14551,OF,14.0,,,,2018,40,205,"6' 2""",,,12,,Venezuela,30 / 50,30 / 50,55 / 60,40 / 30,40 / 45,50 / 50,,,,,,,,2018,0,,17071,12,Anthony,Santander,1B/OF,23,BAL,2018,2018 Report,14551,0,,0,12,40,0,2018,J2 2011,,74,205,S,R,Venezuela,,,30.0,50.0,30.0,50.0,55.0,60.0,40.0,30.0,40.0,45.0,50.0,50.0,,,,,,,,,,,0,0,,0,,n/a,7.162,,,,
A+,A+,sa827490,Mike Matuella,Mike Matuella,/players/michael-matuella/sa827490/stats/pitching,sa827490,P,13.0,,,,2019,40,220,"6' 6""",,,12,,Duke,,,,,,,60 / 60,,55 / 60,45 / 50,,,40 / 50,2018,0,,17332,12,Mike,Matuella,RHP,23,TEX,2018,2018 Report,sa827490,0,,0,12,40,0,2019,3rd rd 2015,,78,220,R,R,Duke,,KSBpY0Vwoy8,,,,,,,,,,,,,60.0,60.0,,,55.0,60.0,,,40.0,50.0,0,0,,0,,R5,,45.0,50.0,,
,AAA,sa829375,Josh Ockimey,Josh Ockimey,/players/joshua-ockimey/sa829375/stats/batting,sa829375,1B,-1.0,,,,2020,40,215,"6' 1""",,,12,,Neumann-Goretti HS (PA),30 / 40,40 / 55,60 / 60,30 / 30,40 / 45,40 / 40,,,,,,,,2018,0,,17091,12,Josh,Ockimey,1B,22,BOS,2018,2018 Report,sa829375,0,,0,12,40,0,2020,5th rd 2014,,73,215,L,R,Neumann-Goretti HS (PA),,cSQgarI_0lw,30.0,40.0,40.0,55.0,60.0,60.0,30.0,30.0,40.0,45.0,40.0,40.0,,,,,,,,,,,0,0,,0,,R5,,,,,
MLB,MLB,sa962605,Luis García Jr.,Luis Garcia Jr.,/players/luis-garcia-jr/20391/stats/batting,20391,2B,24.0,,,,2022,40,180,"6' 0""",,,12,,Dominican Republic,20 / 45,20 / 40,45 / 50,55 / 60,45 / 55,55 / 60,,,,,,,,2018,0,,17610,12,Luis,Garcia,SS,17,WSN,2018,2018 Report,20391,0,,0,12,40,0,2022,J2 2016,,72,180,L,R,Dominican Republic,,,20.0,45.0,20.0,40.0,45.0,50.0,55.0,60.0,45.0,55.0,55.0,60.0,,,,,,,,,,,0,0,,0,,0,4.142,,,,
AAA,MLB,sa658922,Thomas Pannone,Thomas Pannone,/players/thomas-pannone/17281/stats/pitching,17281,P,23.0,,,,2019,40,195,"6' 0""",,,12,,Southern Nevada JC,,,,,,,50 / 50,,50 / 55,45 / 50,,,50 / 60,2018,0,,17359,12,Thomas,Pannone,LHP,23,TOR,2018,2018 Report,17281,0,,0,12,40,0,2019,9th rd 2013,,72,195,L,L,Southern Nevada JC,,,,,,,,,,,,,,,50.0,50.0,,,50.0,55.0,,,50.0,60.0,0,0,,0,,0,1.010,45.0,50.0,,
,MLB,sa737938,Ryan Cordell,Ryan Cordell,/players/ryan-cordell/15181/stats/batting,15181,OF,-1.0,,,,2018,40,194,"6' 4""",,,12,,Liberty,40 / 45,45 / 50,55 / 55,60 / 60,50 / 50,55 / 55,,,,,,,,2018,0,,17110,12,Ryan,Cordell,RF,26,CHW,2018,2018 Report,15181,0,,0,12,40,0,2018,11th rd 2013,,76,194,R,R,Liberty,,,40.0,45.0,45.0,50.0,55.0,55.0,60.0,60.0,50.0,50.0,55.0,55.0,,,,,,,,,,,0,0,,0,,0,1.055,,,,
